1,19.696,19.562,19.629
2,19.768,19.648,19.708
3,19.86,19.698,19.779
4,19.866,19.755,19.8105
5,19.838,19.714,19.776
6,19.85,19.68,19.765
7,19.728,19.638,19.683
8,19.615,19.545,19.58
9,19.479,19.356,19.4175
10,19.43,19.338,19.384
11,19.49,19.4,19.445
12,19.475,19.388,19.4315
13,19.471,19.306,19.3885
14,19.512,19.408,19.46
15,19.519,19.475,19.497
16,19.49,19.39,19.44
17,19.429,19.325,19.377
18,19.406,19.299,19.3525
19,19.227,19.124,19.1755
20,19.196,19.104,19.15
21,19.139,19.051,19.095
22,19.085,18.917,19.001
23,18.934,18.829,18.8815
24,18.869,18.735,18.802
25,18.838,18.774,18.806
26,18.801,18.667,18.734
27,18.865,18.66,18.7625
28,19.114,18.961,19.0375
29,18.94,18.85,18.895
30,18.875,18.804,18.8395
31,18.886,18.806,18.846
32,18.855,18.785,18.82
33,18.868,18.798,18.833
34,18.817,18.753,18.785
35,18.8,18.759,18.7795
36,18.845,18.757,18.801
37,18.783,18.646,18.7145
38,18.71,18.59,18.65
39,18.984,18.858,18.921
40,19.13,18.897,19.0135
41,18.985,18.92,18.9525
42,19,18.738,18.869
43,18.727,18.642,18.6845
44,18.654,18.581,18.6175
45,18.62,18.5,18.56
46,18.69,18.575,18.6325
47,18.666,18.483,18.5745
48,18.51,18.333,18.4215
49,18.43,18.368,18.399
50,18.489,18.367,18.428
51,18.401,18.322,18.3615
52,18.459,18.337,18.398
53,18.453,18.381,18.417
54,18.425,18.37,18.3975
55,18.362,18.312,18.337
56,18.268,18.075,18.1715
57,18.157,18.096,18.1265
58,18.06,17.965,18.0125
59,18.04,17.989,18.0145
60,18.18,18.021,18.1005
61,18,17.905,17.9525
62,18.133,17.983,18.058
63,18.551,18.344,18.4475
64,19.01,18.765,18.8875
65,18.745,18.56,18.6525
66,19.095,18.896,18.9955
67,19.08,18.725,18.9025
68,18.99,18.861,18.9255
69,18.716,18.62,18.668
70,18.592,18.386,18.489
71,18.663,18.467,18.565
72,18.615,18.441,18.528
73,18.428,18.34,18.384
74,18.279,18.22,18.2495
75,18.133,18.07,18.1015
76,18.13,18.052,18.091
77,18.071,18.016,18.0435
78,18.15,18.053,18.1015
79,18.182,18.102,18.142
80,18.373,18.297,18.335
81,18.211,18.14,18.1755
82,18.224,18.164,18.194
83,18.115,18.046,18.0805
84,18.043,17.978,18.0105
85,18.086,18.015,18.0505
86,18.147,18.03,18.0885
87,18.089,18.04,18.0645
88,18.072,18.037,18.0545
89,18.035,17.988,18.0115
90,18.025,17.982,18.0035
