1,13.63,13.553,13.5915
2,13.6245,13.585,13.60475
3,13.6455,13.585,13.61525
4,13.571,13.5075,13.53925
5,13.599,13.536,13.5675
6,13.597,13.5805,13.58875
7,13.5875,13.55,13.56875
8,13.639,13.57,13.6045
9,13.587,13.495,13.541
10,13.555,13.5335,13.54425
11,13.625,13.586,13.6055
12,13.6425,13.591,13.61675
13,13.655,13.599,13.627
14,13.665,13.614,13.6395
15,13.6685,13.6235,13.646
16,13.7575,13.6955,13.7265
17,13.788,13.745,13.7665
18,13.96,13.8475,13.90375
19,13.9585,13.883,13.92075
20,14.126,14.048,14.087
21,14.1305,14.085,14.10775
22,14.1495,14.1,14.12475
23,14.4435,14.2735,14.3585
24,14.462,14.3375,14.39975
25,14.4095,14.345,14.37725
26,14.57,14.456,14.513
27,14.725,14.58,14.6525
28,14.822,14.735,14.7785
29,14.8525,14.665,14.75875
30,14.669,14.3765,14.52275
31,14.6025,14.517,14.55975
32,14.711,14.5535,14.63225
33,14.6775,14.593,14.63525
34,14.7365,14.677,14.70675
35,14.76,14.6965,14.72825
36,14.7265,14.668,14.69725
37,14.7765,14.688,14.73225
38,14.7535,14.723,14.73825
39,14.7755,14.7225,14.749
40,14.86,14.7975,14.82875
41,14.986,14.8675,14.92675
42,14.89,14.818,14.854
43,14.844,14.735,14.7895
44,14.684,14.598,14.641
45,14.606,14.554,14.58
46,14.665,14.623,14.644
47,14.645,14.5395,14.59225
48,14.5905,14.52,14.55525
49,14.6725,14.521,14.59675
50,14.67,14.5795,14.62475
51,14.675,14.634,14.6545
52,14.666,14.6165,14.64125
53,14.795,14.619,14.707
54,14.7025,14.585,14.64375
55,14.665,14.6205,14.64275
56,14.6235,14.5505,14.587
57,14.616,14.551,14.5835
58,14.7295,14.6475,14.6885
59,14.8995,14.7695,14.8345
60,15.0375,14.9495,14.9935
61,14.7775,14.65,14.71375
62,14.871,14.763,14.817
63,14.8065,14.735,14.77075
64,14.96,14.856,14.908
65,14.825,14.7825,14.80375
66,14.9875,14.9125,14.95
67,15.1575,15.077,15.11725
68,14.98,14.867,14.9235
69,14.917,14.858,14.8875
70,14.94,14.8755,14.90775
71,14.93,14.869,14.8995
72,14.97,14.8325,14.90125
73,15.025,14.935,14.98
74,15.105,15.003,15.054
75,15.1065,15.02,15.06325
76,15.15,14.867,15.0085
77,14.948,14.905,14.9265
78,15.02,14.9395,14.97975
79,14.988,14.9265,14.95725
80,15.0175,14.9501,14.9838
81,14.988,14.9295,14.95875
82,15.115,15.015,15.065
83,15.265,15.09,15.1775
84,15.525,15.4,15.4625
85,15.528,15.4165,15.47225
86,15.6485,15.513,15.58075
87,15.548,15.405,15.4765
88,15.462,15.3545,15.40825
89,15.545,15.472,15.5085
90,15.435,15.385,15.41
91,15.4495,15.1305,15.29
92,15.3345,15.2375,15.286
93,15.09,14.9795,15.03475
94,15,14.928,14.964
95,14.96,14.897,14.9285
96,14.999,14.914,14.9565
97,15.15,15.054,15.102
98,15.208,15.1205,15.16425
99,15.273,15.2225,15.24775
100,15.285,15.215,15.25
101,15.16,15.0995,15.12975
102,14.89,14.758,14.824
103,14.9385,14.8635,14.901
104,14.96,14.8555,14.90775
105,15.1045,14.991,15.04775
106,15.199,15.153,15.176
107,15.365,15.2595,15.31225
108,15.2515,15.211,15.23125
109,15.42,15.21,15.315
110,15.29,15.1295,15.20975
111,15.37,15.2645,15.31725
112,15.45,15.38,15.415
113,15.47,15.353,15.4115
114,15.48,15.416,15.448
115,15.424,15.2915,15.35775
116,15.445,15.368,15.4065
117,15.363,15.291,15.327
118,15.25,15.19,15.22
119,15.2425,15.145,15.19375
120,15.4,15.345,15.3725
