1,18.886,18.806,18.846
2,18.855,18.785,18.82
3,18.868,18.798,18.833
4,18.817,18.753,18.785
5,18.8,18.759,18.7795
6,18.845,18.757,18.801
7,18.783,18.646,18.7145
8,18.71,18.59,18.65
9,18.984,18.858,18.921
10,19.13,18.897,19.0135
11,18.985,18.92,18.9525
12,19,18.738,18.869
13,18.727,18.642,18.6845
14,18.654,18.581,18.6175
15,18.62,18.5,18.56
16,18.69,18.575,18.6325
17,18.666,18.483,18.5745
18,18.51,18.333,18.4215
19,18.43,18.368,18.399
20,18.489,18.367,18.428
21,18.401,18.322,18.3615
22,18.459,18.337,18.398
23,18.453,18.381,18.417
24,18.425,18.37,18.3975
25,18.362,18.312,18.337
26,18.268,18.075,18.1715
27,18.157,18.096,18.1265
28,18.06,17.965,18.0125
29,18.04,17.989,18.0145
30,18.18,18.021,18.1005
31,18,17.905,17.9525
32,18.133,17.983,18.058
33,18.551,18.344,18.4475
34,19.01,18.765,18.8875
35,18.745,18.56,18.6525
36,19.095,18.896,18.9955
37,19.08,18.725,18.9025
38,18.99,18.861,18.9255
39,18.716,18.62,18.668
40,18.592,18.386,18.489
41,18.663,18.467,18.565
42,18.615,18.441,18.528
43,18.428,18.34,18.384
44,18.279,18.22,18.2495
45,18.133,18.07,18.1015
46,18.13,18.052,18.091
47,18.071,18.016,18.0435
48,18.15,18.053,18.1015
49,18.182,18.102,18.142
50,18.373,18.297,18.335
51,18.211,18.14,18.1755
52,18.224,18.164,18.194
53,18.115,18.046,18.0805
54,18.043,17.978,18.0105
55,18.086,18.015,18.0505
56,18.147,18.03,18.0885
57,18.089,18.04,18.0645
58,18.072,18.037,18.0545
59,18.035,17.988,18.0115
60,18.025,17.982,18.0035
